0.265mfcc9+0.253mfcc15+0.249mfcc11-0.247zcr+0.245mfcc13...,-0.398rolloff-0.396spec_bw-0.378spec_cent+0.374mfcc2-0.299zcr...,-0.367mfcc17+0.334mfcc3-0.296mfcc16-0.296mfcc18+0.284mfcc5...,0.623rms+0.564mfcc1+0.242mfcc6+0.213mfcc8+0.192mfcc4...,0.426mfcc3-0.314mfcc11+0.284mfcc4-0.277mfcc12-0.27mfcc10...,-0.463mfcc19-0.453mfcc20+0.386mfcc14+0.315mfcc15+0.289mfcc13...,0.525chroma_stft+0.382mfcc13-0.334mfcc7+0.305mfcc20-0.224mfcc17...,0.642mfcc4+0.321mfcc6-0.298mfcc10-0.239mfcc5+0.224mfcc19...,0.468mfcc11+0.345mfcc3+0.315rms+0.312mfcc13-0.274mfcc7...,0.462mfcc6+0.336chroma_stft-0.301mfcc5-0.285mfcc7-0.263mfcc10...,0.685mfcc20-0.39mfcc19-0.316mfcc9-0.264chroma_stft+0.214mfcc15...,-0.488mfcc9+0.433mfcc8+0.412mfcc13-0.311mfcc12+0.248mfcc10...,-0.557mfcc12-0.429mfcc18+0.345chroma_stft-0.265mfcc4+0.252mfcc14...,-0.507mfcc11+0.477mfcc8+0.383mfcc14-0.287chroma_stft+0.267mfcc19...,'0.518mfcc9+0.366mfcc13-0.315mfcc14-0.303mfcc19+0.29 mfcc20...','0.61 mfcc10+0.36 mfcc15-0.295mfcc11-0.264mfcc16+0.242mfcc9...','-0.363mfcc15-0.352mfcc12+0.35 mfcc9-0.328mfcc7-0.319mfcc17...','0.49 mfcc5-0.482mfcc16+0.37 mfcc18+0.294mfcc15-0.289mfcc3...',-0.502mfcc7+0.462mfcc5-0.375mfcc18+0.215mfcc8+0.212mfcc19...,-0.539mfcc6+0.386mfcc8-0.362mfcc13-0.274mfcc16+0.242mfcc4...,class
-0.982864,-2.55841,0.981839,-0.482248,0.878522,0.726701,0.56425,-0.289286,-0.110832,0.924004,2.226011,-0.304659,-0.131216,0.229678,1.288998,0.252626,-0.204842,0.341602,-0.293491,0.719864,jackhammer
-0.586496,-2.61572,0.630728,-0.520066,1.10181,1.275909,0.827043,-0.347768,-0.150752,1.142895,2.297188,-0.304282,0.079233,-0.0078,1.204525,0.160609,-0.26286,0.344547,-0.477003,0.950364,jackhammer
-0.225697,-2.381355,0.625283,-0.437401,0.987535,1.379234,1.021725,-0.125587,-0.021151,0.971024,1.854275,-0.446924,-0.053508,0.406241,1.352493,0.403891,-0.057772,0.36094,-0.100826,0.811493,jackhammer
3.247966,0.484651,2.719698,-0.191267,-0.832829,0.050644,-0.381381,0.131632,-0.79568,0.681389,-0.273814,0.322929,-0.115677,-0.039814,0.493461,0.248325,0.554711,-0.18729,-0.112397,0.520014,engine_idling
2.829659,0.673293,2.72267,-0.219232,-0.873206,-0.205365,-0.777423,0.156237,-0.810309,0.633143,-0.287413,0.19573,-0.227815,0.022495,0.36126,0.337613,0.756073,-0.271436,-0.029749,0.624396,engine_idling
2.723979,0.833615,2.756661,-0.181844,-1.083643,-0.097672,-0.768191,0.279718,-0.72415,0.59495,-0.279016,0.248876,-0.23438,0.165868,0.306648,0.269017,0.674588,-0.229963,-0.015542,0.498211,engine_idling
2.42501,0.761555,2.814018,-0.178898,-0.98513,-0.133306,-0.805784,0.16345,-0.844663,0.794329,-0.218462,0.299593,-0.42829,0.191859,0.338602,0.10839,0.632429,-0.245062,-0.122325,0.494918,engine_idling
2.410751,0.843446,2.878233,-0.207355,-1.172021,0.102729,-0.666423,0.200762,-0.774061,0.757031,-0.178494,0.280577,-0.401246,0.317277,0.487092,0.050715,0.554856,-0.302325,-0.181883,0.416609,engine_idling
2.465047,0.878381,2.75733,-0.234981,-1.224017,0.033781,-0.594664,0.262507,-0.634872,0.595821,-0.266105,0.219581,-0.669044,0.35029,0.321022,0.050341,0.618481,-0.285181,-0.167039,0.30608,engine_idling
2.375905,0.977562,2.80552,-0.239742,-1.276002,-0.104794,-0.881115,0.278624,-0.545246,0.541118,-0.368286,0.251275,-0.749158,0.528238,0.337179,0.121727,0.683315,-0.275977,-0.246058,0.225517,engine_idling
2.679813,0.882467,2.868998,-0.201502,-1.332119,0.15784,-0.770574,0.227452,-0.571538,0.52516,-0.417727,0.305891,-0.724511,0.330724,0.232419,0.106274,0.551101,-0.263091,-0.221058,0.271047,engine_idling
3.59554,0.465463,2.529244,-0.078391,-1.064925,0.023354,-0.687386,0.299315,-0.413222,0.563692,-0.619061,0.281042,-0.563862,0.236468,0.280385,0.307537,0.461063,-0.049704,-0.251409,0.437749,engine_idling
3.602554,0.175378,2.518941,-0.007749,-1.00017,-0.35604,-0.689305,0.372716,-0.427286,0.560806,-0.717267,0.227718,-0.768694,0.511251,0.199867,0.212728,0.571532,-0.090841,-0.261905,0.377839,engine_idling
3.329152,0.057006,2.528485,-0.120067,-0.891502,-0.427923,-0.457544,0.175922,-0.433896,0.56947,-0.759265,0.240422,-0.76778,0.510194,0.102508,-0.076746,0.466238,-0.242779,-0.1673,0.248039,engine_idling
3.51292,-0.000804,2.406776,-0.182127,-0.913646,-0.154221,-0.709689,0.108618,-0.284484,0.535921,-0.883824,0.298389,-0.816296,0.411141,-0.010675,-0.130589,0.453462,-0.342041,-0.217801,0.198248,engine_idling
2.570263,0.820815,2.852104,-0.142158,-1.029413,-0.064013,-0.862346,0.093479,-0.985138,0.72642,-0.076036,0.238002,-0.266528,0.134646,0.45197,0.381889,0.638946,-0.332481,-0.06075,0.657629,engine_idling
2.400038,0.974864,2.927553,-0.056165,-1.11592,-0.162823,-0.580918,0.172487,-1.04994,0.819913,-0.249951,0.257677,-0.203195,0.242553,0.372243,0.36294,0.484418,-0.294668,-0.18752,0.595265,engine_idling
2.291827,0.914385,2.972894,-0.031211,-1.134594,-0.265056,-0.573866,0.161539,-1.030286,0.84366,-0.292871,0.082346,-0.017915,0.303604,0.102543,0.282404,0.499993,-0.074821,-0.273952,0.614028,engine_idling
2.380828,0.843927,2.978182,-0.116472,-1.178984,-0.077639,-0.534388,0.16403,-0.961653,0.67947,-0.244476,0.064571,0.011131,0.263394,0.073483,0.311166,0.615841,-0.02739,-0.246197,0.546663,engine_idling
2.638626,0.802267,2.863498,-0.118557,-1.037124,-0.144883,-0.377794,0.351091,-0.766176,0.690803,-0.467543,0.045931,-0.038251,0.230495,0.243774,0.336926,0.408648,0.038558,-0.207706,0.521204,engine_idling
3.115314,0.681246,2.529602,-0.010886,-0.980246,-0.378491,-0.533129,0.507189,-0.58958,0.717235,-0.65916,-0.064654,-0.03136,-0.035656,0.212066,0.331857,0.288316,-0.148283,-0.046134,0.387218,engine_idling
2.902899,0.787169,2.74441,-0.089197,-1.075483,-0.17066,-0.373059,0.451446,-0.603376,0.826966,-0.701458,0.093294,0.110166,0.004306,0.530198,0.283853,0.123558,-0.170621,-0.0588,0.501551,engine_idling
2.588966,0.87639,2.908822,-0.048978,-1.087044,-0.09274,-0.553221,0.282239,-0.860292,0.879133,-0.12971,0.195282,-0.181953,0.30796,0.44455,0.090881,0.390193,-0.188817,-0.125153,0.494765,engine_idling
-2.908621,1.924928,1.232637,-0.575759,-0.4476,1.299725,0.203851,-0.265396,-0.674458,-0.470742,0.209904,-0.257992,0.36383,-0.285354,0.288421,0.343983,0.456419,-0.20515,0.304522,-0.342188,children_playing
-2.756013,1.746613,0.119205,-0.532003,-0.392457,0.304722,-0.317559,-0.517656,-0.482538,-0.078829,-0.425699,-0.275657,-0.20202,0.207607,0.166316,0.098532,0.485651,-0.037388,0.152186,-0.396378,children_playing
-2.944555,2.012484,1.469231,-0.477564,0.042677,0.908026,-0.031484,-0.762804,-0.22842,-0.186706,0.025432,0.230288,-0.098745,-0.136534,-0.022771,-0.364127,0.05334,0.138857,0.193091,-0.115625,children_playing
-3.225513,2.313553,0.772836,-0.54765,0.192667,-0.41202,-0.099183,-0.633835,-0.236787,0.158841,-0.176434,-0.368405,-0.32955,-0.058723,0.153037,0.027191,0.384322,0.656875,0.19241,0.218622,children_playing
-3.260951,1.532516,1.198498,-0.197062,0.096545,-0.281769,-0.295178,-0.422248,-0.379467,0.290077,-0.094054,0.298022,-0.112896,0.126351,0.469759,0.239035,0.051392,0.361932,0.106921,0.071117,children_playing
-2.820504,1.695067,0.924317,-0.540438,0.072923,0.80254,-0.403924,0.032111,-0.635429,-0.011096,-0.761188,-0.442449,0.138334,-0.126623,0.135579,-0.346552,0.899675,-0.132855,-0.002919,0.222959,children_playing
-2.72319,2.119597,1.446506,-0.475421,-0.112699,0.613159,0.140247,-0.223855,-0.122685,-0.249307,0.129364,-0.254579,-0.133753,0.042832,-0.089356,-0.38912,0.246002,0.89927,0.195858,-0.325179,children_playing
-2.864463,2.531719,0.833252,-0.994156,0.276796,1.113344,0.074974,-0.439082,-0.242278,-0.246262,0.527745,-0.135686,-0.310607,0.24985,0.012756,0.208168,0.09417,0.86929,0.250807,-0.094987,children_playing
-1.377566,-1.287141,-0.672297,0.734243,-0.565714,0.757764,0.153192,0.303707,-1.112916,-0.526573,0.306387,-2.087385,-0.135605,-0.159504,-0.411898,-0.352857,1.824964,0.070922,0.329092,-0.428655,siren
-0.997537,-0.790345,-0.943339,0.858469,-0.551768,0.980867,-0.027488,0.088261,-1.452063,-0.161808,0.872874,-1.722703,-0.359335,0.52418,0.038749,-1.057216,1.646951,-0.056045,0.162691,-0.457452,siren
-0.598307,-0.043792,-1.338458,0.785923,-0.566111,1.128141,-0.685326,0.033193,-1.481559,-0.342255,1.438512,-1.619668,-0.158913,0.672247,-0.038993,-1.271573,2.571683,0.460842,-0.184503,-0.62746,siren
-0.533818,0.131454,-1.383045,0.858806,-0.928017,0.683861,-0.642165,0.347066,-0.728794,-0.602827,1.177479,-2.306987,-0.865529,0.052592,-0.420997,-0.905863,2.357783,0.766909,-0.253,-1.00251,siren
-1.409204,0.520364,-0.965314,0.443905,0.65506,2.959528,-1.380409,0.724532,-1.187487,-0.665419,1.910463,-0.272598,0.263218,0.213622,-0.720684,0.744176,-0.306534,0.073354,0.623213,0.558247,street_music
-0.779956,0.061304,-1.151847,0.910393,0.475028,2.409607,-1.510085,0.090006,-0.598473,-0.234118,1.206575,-0.057938,-0.32445,0.163911,-0.988089,0.068351,-0.303385,-0.071812,-0.079463,0.371212,street_music
-0.869628,0.42308,-2.462205,1.11737,0.717073,0.932019,-1.681182,0.297151,-0.670518,0.077349,1.355747,-0.41651,-0.253939,-0.347221,-1.54964,0.013516,-0.31304,-0.135046,0.365245,0.524347,street_music
-1.308497,0.56327,-2.516259,0.978123,1.340941,1.190173,-1.212718,0.880921,-0.368275,-0.298331,1.450804,-0.520885,-0.241111,0.577042,-1.625088,0.249988,-0.738141,0.344112,0.04765,0.567039,street_music
-0.826858,0.288931,-2.166972,0.817784,1.520045,0.351209,-0.894042,0.819871,-0.526102,-0.585484,1.419808,-1.096115,-0.306135,0.318724,-1.68601,0.454765,-0.419253,0.779779,0.581831,0.151974,street_music
-0.669895,0.032932,-1.670016,0.538178,1.083093,1.280215,-0.835204,0.630835,-0.871096,-0.111495,1.62706,-0.886974,0.03086,0.508699,-1.071649,0.183105,-0.362429,0.113263,0.606522,-0.237925,street_music
-0.917338,0.113319,-1.176276,0.647847,-0.383601,2.733736,-0.366915,0.574706,-0.342457,-0.042248,0.968111,0.035088,-0.644085,1.231758,-0.766945,-0.762884,-0.415412,-0.273896,-0.343009,0.046484,street_music
0.724401,0.45183,-1.875471,0.205942,-0.617332,-0.533167,1.09407,1.148101,0.047202,-0.937164,0.381906,-0.766284,-0.197917,1.421093,-0.059119,-0.472,1.230974,1.118143,-0.189174,-1.416074,children_playing
0.548593,0.438911,-1.422582,0.226678,-0.799777,-0.080004,0.703057,0.873485,-0.210061,-0.361708,1.043139,-0.725112,0.015341,0.510856,0.857573,-0.299223,0.957914,0.003435,-0.435522,-1.301411,children_playing
-0.059197,-0.074653,-1.30794,0.329668,-0.534624,0.504642,-0.060075,0.420976,-0.157395,0.419283,1.252735,0.186829,-0.102969,0.159661,1.09044,-0.541169,-0.047689,-0.502963,0.039896,-0.496046,children_playing
0.385271,0.129497,-0.760541,0.489045,-0.910891,-0.043417,0.926957,1.21185,-0.486882,-0.296428,2.014125,-0.813678,0.41699,0.78889,0.78539,-0.466934,0.172794,-0.106344,0.095293,-1.098384,children_playing
2.910682,0.233625,-0.040403,0.893415,-0.572097,0.202606,0.811594,0.190903,0.029148,0.382951,0.200587,-0.104699,-0.150483,-0.180334,0.394903,-0.451514,0.508868,-0.406596,-0.211543,-0.254669,children_playing
1.219866,0.289649,-0.572315,0.265597,-0.573948,-0.049444,0.627731,0.016696,-0.174441,0.336599,0.694603,-0.023035,-0.338949,-0.646973,0.013489,-0.58859,0.533543,-1.004759,-0.098436,-0.149078,children_playing
0.370828,0.229051,-0.857108,0.286242,-0.464967,0.000865,-0.510656,0.21312,-0.041458,0.984464,0.661904,0.128893,-0.418085,0.065762,0.983269,-0.045407,0.846433,-0.722219,-0.183632,-0.180994,children_playing
0.464799,-0.355842,-1.3454,0.453049,-0.854558,0.480866,0.637752,1.340293,-0.28472,-0.432504,2.336768,-0.698125,0.660938,0.498282,0.664643,-0.385094,0.846427,0.36869,0.220894,-0.74569,children_playing
3.147843,2.010379,3.403858,0.079465,1.42061,-0.462774,-0.474375,1.198914,1.040159,-0.520084,0.195698,-0.163506,-0.756298,0.169909,-0.178333,-0.070255,-0.070805,0.00483,0.014682,-0.273717,engine_idling
2.875672,2.379086,3.420569,0.114054,1.558169,-0.397253,-0.999845,1.222639,0.895164,-0.75919,-0.136958,0.249467,-0.571453,0.249849,-0.447697,-0.050305,0.018957,-0.027672,0.229206,-0.441361,engine_idling
3.563964,1.941722,3.748475,0.213294,1.251533,-0.076675,-0.732338,1.049129,0.822577,-0.263848,-0.682389,0.497118,-0.344868,0.292431,-0.790691,-0.189332,-0.005335,0.03451,0.249095,-0.272746,engine_idling
3.852579,1.679216,3.774667,0.272852,1.05968,0.170882,-0.497389,0.973036,0.489597,-0.049246,-0.800251,0.456115,0.005401,0.373153,-0.808587,-0.167085,0.006713,0.02431,0.254539,-0.047053,engine_idling
3.909271,1.64814,3.793111,0.331348,0.871097,0.057209,-0.449115,0.900209,0.500497,-0.007885,-0.706907,0.458393,0.020152,0.179032,-0.646947,-0.23269,0.161635,-0.060384,0.160068,0.101409,engine_idling
3.84228,1.693648,3.793886,0.294033,0.956789,0.269228,-0.566398,0.878345,0.41095,-0.059863,-0.502249,0.494959,0.016909,0.395823,-0.398887,-0.025527,0.177652,-0.008538,0.275486,-0.047586,engine_idling
3.858729,1.692697,3.743502,0.289408,1.040984,0.092959,-0.499651,0.821753,0.365876,-0.139448,-0.457676,0.479629,-0.002318,0.516674,-0.486333,-0.049317,0.155024,0.025668,0.235453,-0.088642,engine_idling
3.900805,1.649295,3.750174,0.261922,1.225266,0.048317,-0.524772,0.925444,0.532974,-0.094236,-0.653277,0.580722,-0.011595,0.431879,-0.59209,-0.18928,0.21339,0.04449,0.138645,-0.281372,engine_idling
3.806563,1.761272,3.820801,0.232409,1.12205,0.273459,-0.868876,0.951177,0.602055,-0.19873,-0.680275,0.627286,-0.209337,0.362635,-0.681695,-0.092085,0.33499,0.081381,0.171976,-0.194165,engine_idling
3.840721,1.768657,3.816202,0.229332,1.165248,0.285655,-0.929466,0.950463,0.51999,-0.28061,-0.761002,0.651187,-0.295784,0.287764,-0.674255,0.046251,0.380749,0.069022,0.260076,-0.067241,engine_idling
3.838531,1.73432,3.876904,0.249862,1.144606,0.259824,-0.880737,0.898494,0.588338,-0.200039,-0.770805,0.673389,-0.257922,0.163812,-0.721728,0.038572,0.53966,0.107002,0.190198,-0.002254,engine_idling
-1.890431,0.721295,-1.447607,-1.416407,-1.753359,-1.501466,0.101971,-0.318017,0.413648,0.28952,-0.734533,0.457783,0.75028,1.107517,0.870366,0.395918,-0.653361,-0.365946,-0.837659,0.665735,dog_bark
-3.065424,0.608645,-2.023996,-0.419489,-2.372858,-0.654109,0.94888,-0.262586,-0.022147,0.076233,-0.625715,0.860221,0.548285,2.704663,1.117765,0.092237,0.210854,-0.389622,-1.129785,0.578652,dog_bark
-3.833648,0.768757,-1.874713,-0.867905,-2.178775,-1.152181,0.650844,-0.453721,-0.30134,0.248643,0.159431,0.647951,1.023423,1.830321,0.519981,0.496247,-0.425339,-0.63901,-1.095333,-0.192427,dog_bark
-2.748476,1.335354,-1.134838,-1.288407,-1.991133,-0.612433,0.500246,-0.444566,-0.085326,0.11424,-0.329056,0.85611,1.067371,2.311331,1.649751,0.891445,0.210587,0.179787,-0.660142,0.585063,dog_bark
0.483054,0.613276,-0.845919,-1.873783,-1.481998,-0.674759,-0.491366,-0.641212,0.691308,1.072757,-0.661293,-0.026061,0.513933,0.539426,1.180458,0.449168,0.039812,-0.289786,0.500925,0.541635,dog_bark
0.860865,-0.09656,-0.339285,-2.253099,-0.769629,-1.441298,0.033706,-0.345339,0.201472,0.563859,-0.804513,0.118231,-0.227293,-0.49054,0.241323,0.52981,-0.173789,-0.448441,0.088124,0.275722,dog_bark
0.893469,-0.190411,-0.096493,-2.489663,-0.639676,-1.480728,0.366723,-0.240427,0.406868,0.207009,-0.425786,0.052129,0.120653,-0.520405,0.657504,0.846598,-0.221254,-0.585358,0.4068,0.079194,dog_bark
0.903023,-2.81745,0.085032,-2.915812,0.489777,-1.474341,0.650509,0.495824,-0.252795,-0.220275,0.335997,0.730767,-0.007663,-0.346628,-0.132543,0.620966,-0.572209,-0.649386,-0.605116,0.229759,dog_bark
4.001812,0.707571,0.674706,0.087764,-0.501347,-0.79631,0.027844,0.567368,-0.376614,1.092854,-0.674913,0.40506,0.640076,1.008722,-0.122666,-0.661678,-0.588021,-0.536445,0.130522,-0.361446,siren
4.139224,0.500528,0.568428,0.170848,-0.553966,-1.06093,-0.057114,0.750214,-0.032319,1.175172,-0.035875,0.159275,0.622718,-0.602392,-0.464421,-0.438015,-0.375267,-0.835097,0.255084,-0.619108,siren
3.081542,1.15826,0.405222,0.061163,-0.874163,-1.34753,-1.389466,0.313307,-0.30237,1.429681,-0.705546,0.392065,0.070426,0.944912,-0.299583,-0.826987,-0.309456,-0.914549,0.096218,-0.155952,siren
3.371098,0.816087,1.033652,0.090932,-0.929717,-1.321457,-0.694616,0.851209,0.040814,0.912339,0.935993,-0.147444,1.034513,-1.226351,-1.114907,-0.898132,-0.436989,-0.774839,0.617865,-1.215226,siren
2.249913,1.265727,1.213248,0.017927,-0.976582,-1.234438,-0.357944,0.390719,-0.723885,1.119712,0.015624,0.062406,0.243369,1.421152,-0.575345,-0.924905,-0.221316,-0.826092,0.273672,-0.334093,siren
2.839607,0.794556,1.260209,0.162894,-0.645354,-1.563448,-0.14837,0.38382,-0.655165,0.836066,0.05885,0.395408,0.464532,-0.448518,-1.011968,-0.388954,-0.517005,-1.207183,0.233291,-0.636188,siren
3.001596,0.837948,1.40418,0.023124,-0.56123,-0.994974,-0.041028,0.514948,-0.537196,0.743834,0.562075,0.331768,1.046358,0.133651,-0.938818,-0.50876,-0.414702,-0.778081,0.477053,-0.502654,siren
3.682153,0.489615,0.7087,0.101079,-0.604974,-0.651589,-0.131918,0.794834,-0.417408,1.056207,0.753725,0.178715,1.080113,0.3444,-0.524523,-0.435947,-0.155405,-0.61828,0.420807,-0.429499,siren
3.063095,0.064523,0.973361,0.204984,-0.696287,-0.52976,0.182887,0.251836,-0.98817,1.268545,0.08019,0.144996,0.37582,0.52532,-0.126944,-0.051338,-0.116521,-0.767067,0.001675,0.36701,siren
