,0.265mfcc9+0.253mfcc15+0.249mfcc11-0.247zcr+0.245mfcc13...,-0.398rolloff-0.396spec_bw-0.378spec_cent+0.374mfcc2-0.299zcr...,-0.367mfcc17+0.334mfcc3-0.296mfcc16-0.296mfcc18+0.284mfcc5...,0.623rms+0.564mfcc1+0.242mfcc6+0.213mfcc8+0.192mfcc4...,0.426mfcc3-0.314mfcc11+0.284mfcc4-0.277mfcc12-0.27mfcc10...,-0.463mfcc19-0.453mfcc20+0.386mfcc14+0.315mfcc15+0.289mfcc13...,0.525chroma_stft+0.382mfcc13-0.334mfcc7+0.305mfcc20-0.224mfcc17...,0.642mfcc4+0.321mfcc6-0.298mfcc10-0.239mfcc5+0.224mfcc19...,0.468mfcc11+0.345mfcc3+0.315rms+0.312mfcc13-0.274mfcc7...,0.462mfcc6+0.336chroma_stft-0.301mfcc5-0.285mfcc7-0.263mfcc10...,0.685mfcc20-0.39mfcc19-0.316mfcc9-0.264chroma_stft+0.214mfcc15...,-0.488mfcc9+0.433mfcc8+0.412mfcc13-0.311mfcc12+0.248mfcc10...,-0.557mfcc12-0.429mfcc18+0.345chroma_stft-0.265mfcc4+0.252mfcc14...,-0.507mfcc11+0.477mfcc8+0.383mfcc14-0.287chroma_stft+0.267mfcc19...,'0.518mfcc9+0.366mfcc13-0.315mfcc14-0.303mfcc19+0.29 mfcc20...','0.61 mfcc10+0.36 mfcc15-0.295mfcc11-0.264mfcc16+0.242mfcc9...','-0.363mfcc15-0.352mfcc12+0.35 mfcc9-0.328mfcc7-0.319mfcc17...','0.49 mfcc5-0.482mfcc16+0.37 mfcc18+0.294mfcc15-0.289mfcc3...',-0.502mfcc7+0.462mfcc5-0.375mfcc18+0.215mfcc8+0.212mfcc19...,-0.539mfcc6+0.386mfcc8-0.362mfcc13-0.274mfcc16+0.242mfcc4...,class
42,4.43087,-1.897857,-0.319145,0.396509,-0.614463,-0.5723,0.378203,0.135792,-0.578615,0.477197,-0.255395,0.02262,0.426826,-2.092523,-0.267576,-0.209728,-0.120507,0.267759,0.31176,-0.760859,dog_bark
43,3.693081,0.599987,-1.157985,-0.347128,-0.690585,-0.376716,1.082513,-0.111525,-1.022167,1.441175,-0.42486,-0.501579,-0.28484,-0.277154,-0.360933,-0.040211,0.293781,0.240818,0.193317,-0.848619,dog_bark
44,-2.083953,3.778332,-2.159966,-0.301074,-2.233996,2.139997,-0.282806,-0.614415,1.202295,-0.580231,-0.295105,-1.826783,1.353245,-0.854718,-0.871469,0.184607,-1.023812,0.018357,-0.30732,1.691461,dog_bark
45,-2.103115,3.966479,-1.464833,-2.039062,0.00655,0.765568,-0.000179,-1.118119,0.952322,0.991583,-1.272827,-1.164358,0.521213,-1.83462,-0.242274,1.25531,-0.112658,-1.775092,0.41727,0.053609,dog_bark
46,1.618069,0.13912,0.231252,-1.758882,0.26391,1.367888,0.875009,-0.680163,0.760614,0.399865,-0.456225,0.599624,0.68443,0.101463,-0.302975,0.648865,-0.138025,0.703048,-0.408682,-0.045491,dog_bark
47,1.055879,2.396525,0.13232,-0.634599,1.641643,-0.604002,-0.640669,0.46856,-0.494852,0.689838,-0.787286,0.165688,0.296112,0.915046,0.269406,-0.860693,-0.37415,-0.476923,0.498168,-0.31144,dog_bark
48,0.481743,-0.245447,-3.867105,0.405163,-2.512437,-1.391626,2.611067,0.317108,1.434057,1.433523,-0.517839,-0.18911,-1.052135,0.492606,0.775864,1.406673,0.638762,-1.269121,-0.714435,0.231149,dog_bark
49,1.810187,1.331031,-1.099069,0.25485,-0.609792,-1.263752,-0.538668,-0.809787,0.175831,1.250232,-1.258061,-1.147544,-1.626693,-0.467502,0.124691,-1.100576,-1.272804,-0.558708,0.351177,-0.777967,dog_bark
50,-0.606029,2.261455,-0.49799,-2.105608,-0.676817,0.929407,1.598504,-0.641815,0.743857,-0.913841,0.652793,-0.269881,0.804673,0.334239,-0.401509,0.800518,-0.530327,0.38244,-1.271545,0.475209,dog_bark
51,-0.155208,0.703766,-2.831639,-1.247558,1.303526,0.496981,2.455392,0.172943,1.032613,0.216597,-0.030128,-0.988673,-0.466873,2.131799,0.801922,-1.057578,1.226606,1.055191,-0.480081,-0.588718,dog_bark
52,1.178256,-0.147821,-0.278186,-2.437493,0.139012,-0.104651,0.301474,-0.310745,0.733644,0.90369,-0.469575,0.101537,0.637114,-0.713603,0.201163,0.142817,-0.426196,0.55357,0.148841,-0.172795,dog_bark
53,-0.259591,1.81408,-2.371434,0.600358,-1.083478,1.893896,2.350001,1.281569,-0.649103,-2.532766,-0.265921,-2.958429,-0.714091,-1.224422,0.105371,0.013942,-1.814315,1.08724,-0.109112,0.005269,dog_bark
54,-1.111856,3.15346,-2.512583,-2.152852,-0.961617,4.121882,0.40397,-1.33705,1.409594,-0.31945,0.631367,0.203693,1.252985,-0.518649,-0.599324,0.943823,-0.451524,-0.934469,-0.21597,0.586958,dog_bark
55,1.163127,-1.286809,0.359653,0.403896,-1.913229,1.013613,0.944193,1.894414,-0.688974,0.105438,0.338455,0.577453,0.927789,-0.207551,-0.423024,0.845383,1.12855,0.277927,-1.859852,-0.519964,dog_bark
56,4.666891,1.077527,-0.073333,-0.224881,-0.338536,-1.809656,0.640349,-0.469454,1.086419,0.338726,-1.631972,-0.912792,0.085334,-0.908033,0.000672,0.283426,0.238288,0.353775,0.672807,-0.257557,dog_bark
57,-0.55058,-0.362231,-3.073645,0.99001,-0.408898,-0.80552,0.975878,-0.657991,-1.286337,0.310887,0.225823,0.590797,-1.083333,0.05893,0.421117,-1.980145,-0.060939,1.043875,0.9068,-0.654046,dog_bark
58,-1.499274,-0.522789,-2.392234,-2.929654,-3.294175,-0.263765,0.383046,-0.801706,0.271113,-0.094374,-0.454959,-0.979423,1.103894,-1.471497,0.20257,0.113598,0.026634,-0.51688,-0.148173,2.131423,dog_bark
59,0.015008,0.298281,-0.607671,-0.94164,-0.836952,1.456448,-1.226787,-0.666183,-0.374,0.342021,0.005831,0.662063,-0.11424,0.407925,0.337022,-0.475334,0.154586,0.144516,-0.164096,0.537285,dog_bark
60,2.817152,-0.615383,-1.94343,-2.278432,1.644632,-1.115004,0.465588,-0.312007,-1.0709,-0.7273,-0.738557,-0.062377,-2.483107,-0.288,1.966614,1.520572,-0.049817,-1.648666,0.369773,-2.043907,dog_bark
61,-1.554663,2.725833,-0.072253,-1.042104,-1.764618,0.073101,-1.039183,-0.424069,-1.147799,1.157117,-0.982366,-0.304474,-0.280993,0.046182,1.431042,1.877148,0.281874,-0.427104,-0.227774,0.611788,dog_bark
62,-0.602238,0.689768,0.552883,-1.933654,1.01219,-1.297893,0.3017,0.047149,0.15056,0.516064,0.42077,0.03837,0.479248,0.151893,-0.20535,-0.26165,-0.593571,-0.199996,-0.619825,-0.826923,dog_bark
63,0.720231,1.99666,0.072814,-1.839371,-0.849371,-0.446051,0.789724,-0.632688,1.101758,0.859636,-1.087416,-0.225568,-0.19097,0.345745,-0.493566,0.631033,0.102687,-0.309982,0.141355,-0.589987,dog_bark
64,-1.583304,1.572172,0.736832,-2.131881,-1.127579,-0.144106,1.096593,-0.435493,-0.326651,0.676426,-0.424274,0.219528,0.13614,0.071471,0.010264,0.172698,-0.039882,0.207653,-0.323676,0.05019,dog_bark
65,1.989352,-0.802172,0.111886,-1.783871,-0.970558,-0.386852,0.803206,-0.484596,1.028292,0.233773,-1.184019,-0.057873,0.243527,-0.730691,0.341115,0.751064,-0.560474,-0.246779,-0.357286,0.212017,dog_bark
66,-3.248679,-2.399614,0.458593,0.114555,-1.352557,-0.185927,-0.759332,2.647811,-1.179299,-0.42851,-0.164779,0.494846,-0.524465,-0.296108,0.930611,1.189674,0.045498,-0.715997,-0.922018,-0.042102,dog_bark
67,-1.739458,-2.550103,-1.206345,-0.448787,-2.428042,0.282277,0.474295,2.671792,-0.511109,-0.641787,0.31043,1.908466,-1.016577,1.142694,-1.004983,2.253059,-0.549083,-0.789233,-0.413914,-0.612991,dog_bark
68,2.778543,1.529979,0.293491,0.445457,-0.636278,-0.301004,0.329722,-0.823309,1.392561,0.190566,-0.820639,0.363961,-0.608223,-0.162035,0.693198,-0.086688,0.164855,0.546327,0.314512,0.911942,dog_bark
69,-2.923652,3.919222,-1.195861,-1.661143,0.587341,1.013244,0.767556,-0.867749,0.605312,0.141852,-0.027444,-0.675873,0.021768,0.4527,-0.745499,0.494626,0.012612,-0.42853,-0.490071,0.782599,dog_bark
70,1.486132,0.54315,0.292863,-2.795364,0.503264,-0.981633,0.146543,-0.058888,1.196828,0.548266,-0.642152,-0.210191,0.733473,0.164654,-0.120481,0.875094,-0.475019,-0.143835,-0.636361,0.192037,dog_bark
71,0.166473,2.526712,-5.046029,-1.408119,2.910585,1.384427,0.019981,-0.517679,1.501825,1.023301,0.143859,0.339665,-0.281445,0.970534,0.017614,0.06156,-0.966276,-0.671509,-0.779782,1.044941,dog_bark
72,-1.890431,0.721295,-1.447607,-1.416407,-1.753359,-1.501466,0.101971,-0.318017,0.413648,0.28952,-0.734533,0.457783,0.75028,1.107517,0.870366,0.395918,-0.653361,-0.365946,-0.837659,0.665735,dog_bark
73,0.934226,2.120529,-0.412099,-1.709554,-1.379472,0.205464,1.341342,-0.888565,0.924082,0.758794,-0.538508,0.260052,-0.088994,0.391881,-0.715191,0.562871,0.261005,-0.723441,0.435389,-0.153543,dog_bark
74,2.61375,-1.690946,-1.326102,-2.186947,0.786381,-0.736731,0.048319,0.450461,0.651147,0.308867,0.49954,-1.289296,-0.179634,0.56563,0.068627,-0.647198,-0.057238,-0.093579,0.253401,-0.482251,dog_bark
75,-6.695656,0.831088,0.443931,-2.525573,1.606639,-0.136564,-0.488481,0.067237,0.182858,0.821558,0.638681,-0.15879,0.7567,-0.424873,0.095394,0.374806,-0.347226,0.365959,0.066495,-0.371318,dog_bark
76,1.867384,2.378996,-2.359188,-1.20952,-2.767361,1.359256,2.023671,-1.303202,1.125008,-1.153159,-1.076404,0.18533,-1.08903,-2.030427,0.044458,0.39903,0.937675,-1.239262,-0.19822,-1.42384,dog_bark
77,4.666249,-0.764375,1.332477,0.682279,0.402169,-0.476528,0.910029,-0.229916,-0.377839,0.040128,0.088995,-0.026403,0.777778,-0.29069,-0.657584,0.612085,0.241889,0.186518,-0.021534,0.316037,dog_bark
78,4.593931,-1.359101,0.494466,1.22585,-0.079111,-0.263534,-0.065947,0.620336,-0.493311,-0.604124,0.50649,0.045156,1.249294,-1.296109,-1.366107,1.017296,0.588058,0.606302,0.227931,0.405533,dog_bark
79,-2.276626,4.27607,-4.081232,-1.712937,-0.059096,4.465015,1.928678,-0.80842,0.238591,-0.466965,-0.753586,-1.246918,-0.435194,1.412008,0.004675,-0.106269,-1.167617,2.504698,0.483263,1.361704,dog_bark
80,1.201322,0.54135,-4.095304,-0.650661,-0.022078,0.507692,-0.198951,-1.277454,0.025889,0.894635,-0.685596,-0.582223,-0.249702,0.188829,-0.316862,0.632888,1.30644,0.022273,0.180424,0.252825,dog_bark
81,1.800691,1.96658,-1.879785,1.159067,-1.643515,-1.118584,-0.762364,-1.150911,0.098861,1.143144,-1.511532,-1.122857,-1.967063,-0.153889,0.72851,-1.564653,-2.135469,-1.121976,-0.316818,-1.835411,dog_bark
82,-6.64308,2.70374,0.5126,-3.408292,0.961377,0.368033,1.741016,-0.733247,1.134482,0.041094,0.940888,-0.560701,0.121471,-0.880413,-1.268159,1.12991,0.458429,0.106023,-0.739146,0.628518,dog_bark
83,1.508903,0.828619,-1.620072,-0.539323,-0.988305,-1.312059,-0.817186,-1.618491,0.282769,-0.007581,-0.117764,-1.033965,0.718362,1.085378,0.813693,0.111941,-0.177293,0.172351,1.330928,-0.909479,dog_bark
84,-0.825006,0.011428,-0.13691,-0.538552,-0.860799,1.566876,0.904284,-0.298288,-0.316994,0.186156,0.074656,0.510431,0.17648,-0.051345,-0.695911,0.870226,0.605534,0.175797,-0.395241,1.106031,dog_bark
85,2.432291,-0.925795,-1.059722,-0.64923,0.182222,0.426576,1.183081,-0.454358,0.991506,-0.273349,-0.578649,0.128771,0.730554,-0.032422,0.455316,-0.052137,-0.777422,-0.430151,-0.30801,0.030918,dog_bark
86,1.172185,0.90196,-1.306923,0.467718,-0.744001,0.180272,-0.80514,-0.400869,0.776623,-0.223835,0.262049,-0.423005,1.088788,0.660083,1.527451,0.221536,-0.222998,-0.075015,0.269172,0.091497,dog_bark
87,0.223475,0.408278,0.379873,-0.63264,0.681747,-0.090015,0.328842,-0.493049,1.343538,-0.356059,-0.380693,-0.763919,0.360826,-0.142328,0.023792,0.413905,-0.462692,-0.331833,-0.493723,-0.062234,dog_bark
88,-2.146194,4.009717,-2.459229,-0.134108,-2.438624,2.351223,-0.336549,-0.700588,1.231574,-0.649156,-0.262823,-1.988799,1.412983,-0.852737,-0.968419,0.180939,-1.032306,-0.032381,-0.33394,1.825169,dog_bark
89,-0.91424,1.920764,-3.359942,-2.176133,-1.13426,0.698628,0.648136,-0.779927,0.87307,0.457202,0.250984,-0.417421,-0.353236,-0.199734,-0.503563,-2.147432,0.192069,0.52265,1.281489,-0.803698,dog_bark
90,2.22328,1.468354,-1.71883,-3.069611,-0.094941,0.336905,1.171914,-0.019239,1.422872,0.5722,0.097888,0.066869,0.46069,0.721837,-0.052824,0.357825,-0.298966,-0.302417,-0.05016,0.513863,dog_bark
91,4.039058,0.844671,0.122314,-1.692431,-0.058364,0.44819,0.825906,0.112768,-0.16012,0.051932,-0.258605,0.950069,0.528486,-0.482196,0.145806,-0.79255,-0.718453,0.530958,0.584355,0.94046,dog_bark
92,0.485041,-0.426666,-1.368768,-3.241231,0.284639,-0.018694,-0.573805,0.191166,1.096901,0.618043,0.000268,-0.052185,0.710792,0.114831,0.053783,0.345803,-0.372819,-0.642575,-0.253009,0.255128,dog_bark
93,-1.721576,4.200184,-3.128973,-1.777921,1.204893,1.828747,1.412674,-0.044472,2.289244,0.124823,0.684706,-0.120919,-0.613813,0.743165,-2.000595,-0.847066,-1.852454,0.222957,-1.878893,0.456825,dog_bark
94,-0.130553,1.407925,0.056016,-1.444612,0.65447,-0.288052,0.18645,-0.247375,1.0193,0.938509,-0.087379,-0.522331,0.634451,0.553192,-0.346035,0.432812,-0.612027,0.248079,0.349906,-0.733433,dog_bark
95,2.312424,-1.862456,0.17686,-0.51802,0.368712,-0.253683,0.683634,-0.824194,0.312373,0.749764,0.158893,0.052742,0.504874,-0.157619,-0.091901,0.015409,-0.087732,-0.217299,-0.602699,-0.323271,dog_bark
96,-0.600195,3.511792,1.072758,0.229144,-1.920939,1.465617,0.785858,0.226115,1.7311,-0.50637,0.180458,-0.764722,-0.62826,-0.994051,-0.734973,-0.455143,0.530704,-0.251092,0.551115,0.610655,dog_bark
97,-2.48161,3.683039,-0.908527,-1.564282,-0.141181,0.919403,0.776517,-0.066316,1.369498,-0.031737,-0.178841,-0.644241,-0.187432,-0.335692,-1.518601,0.307907,-0.307654,-0.217222,-1.303351,-0.004771,dog_bark
98,2.039634,1.529045,-3.657423,0.781713,-0.462033,1.999722,-0.589165,1.889078,-0.767295,1.345474,-1.652842,1.20296,0.330437,-0.74832,0.099921,1.201691,0.790274,-0.638908,0.68613,-0.804428,dog_bark
99,-2.160454,2.578168,-1.783343,-0.830674,0.915098,1.389854,0.419083,0.485082,1.727948,0.993433,0.511359,-0.875245,0.551933,-1.016723,-0.666504,0.017864,-0.677785,-1.545693,-0.804809,-1.468531,dog_bark
100,1.257389,1.228433,0.464389,-0.668768,-0.312658,1.290938,-0.076892,-1.177754,-0.640051,-0.109512,0.045308,0.520632,-0.073119,-0.255317,0.673094,0.797369,0.762089,-0.144997,-0.545333,-0.269081,dog_bark
101,-0.372293,-0.311233,-1.731652,-2.878551,-1.596015,0.396198,1.318905,-0.073032,1.654653,0.338399,0.095254,-1.040045,-1.063568,0.103516,0.16181,-0.594415,0.789739,-0.382563,0.045144,0.158806,dog_bark
